"_id","text","user_rating"
"ObjectId(""5e7f429480102400074a9cda"")","massgeschneidertes Angebot, kann auswählen, fühlt sich dadurch ernst genommen und willkommen",4
"ObjectId(""5e7f429480102400074a9cdb"")","äusserst flexibel und frei, und doch zielorientiert",4
"ObjectId(""5e7f429480102400074a9cdc"")","beschränktes Angebot, fühle mich als Kunde",1
"ObjectId(""5e7f429480102400074a9cdd"")","anonym, manchmal überfordert vom gigantischen, unübersichtlichen Angebot",5
"ObjectId(""5e7f429480102400074a9cde"")","beschränkte Auswahl, man weiss, was man bekommt, das gibt Sicherheit",4
"ObjectId(""5e7f429480102400074a9cdf"")","innere Prozesse sind manchmal unklar, dadurch ist unsicher, was rauskommt",4
"ObjectId(""5e7f429480102400074a9ce0"")","langsame und nachhaltige Entwicklung, gibt Sicherheit",4
"ObjectId(""5e7f429480102400074a9ce1"")","macht manchmal Angst, weil nicht durchschaubar, schnelllebig",4
"ObjectId(""5e7f429480102400074a9ce2"")","Kundenfreundlich, schnelle Bearbeitung eines Problems",3
"ObjectId(""5e7f429480102400074a9ce3"")","weniger kulant (sie können oder wollen die Kunden nicht immer zufrieden stellen) zum teil auch unfreundlich",5
"ObjectId(""5e7f429480102400074a9ce4"")","kundenfreundlich",3
"ObjectId(""5e7f429480102400074a9ce5"")","viel grösseres Sortiment und alles in einem Haus, wie ein Grosses Einkaufzentrum, macht den Einkauf effizient",3
"ObjectId(""5e7f429480102400074a9ce6"")","bei beiden bis jetzt keine Probleme gehabt und waren alle Fahrer angenehm",4
"ObjectId(""5e7f429480102400074a9ce7"")","Voraussagbar, noch genauere lieferzeiten, wenn es eine Unterschrift braucht, dass man zu Hause ist",4
"ObjectId(""5e7f429480102400074a9ce8"")","Freiheit, Freudiges gefühl, das man nicht zuhause sitzt, erkunden der Schweiz",5
"ObjectId(""5e7f429480102400074a9ce9"")","Man ist an zeiten und Orten gebunden",4
"ObjectId(""5e7f429480102400074a9cea"")","flexible Arbeitszeiten, kurzer Arbeitsweg",4
"ObjectId(""5e7f429480102400074a9ceb"")","enge Vorgaben und Vorschriften, an zeiten gebunden",5
"ObjectId(""5e7f429480102400074a9cec"")","eigene Produkte, Spezialitäten, dadurch weiss man, woher es ist und hat Ansprechpartner",4
"ObjectId(""5e7f429480102400074a9ced"")","Freiheit, ungebunden",4
"ObjectId(""5e7f429480102400074a9cee"")","physisch erreichbar, gibt mir Sicherheit",5
"ObjectId(""5e7f429480102400074a9cef"")","unerreichbar, Gefühl von Eingeschränkung",4
"ObjectId(""5e7f429480102400074a9cf0"")","immer lösungsorientiert",3
"ObjectId(""5e7f429480102400074a9cf1"")","Veränderung schadenslos, Bsp: hingegen bei Konzern Post müssen andere die Suppe auslöffeln bei Veränderung",5
"ObjectId(""5e7f429480102400074a9cf2"")","lokal, Post gibt es in der ganzen Schweiz",2
"ObjectId(""5e7f429480102400074a9cf3"")","ungebunden,weltweit",4
"ObjectId(""5e7f429480102400074a9cf5"")","teuer (führt dazu, dass sie mehr Konkurrenz haben)",3
"ObjectId(""5e7f429480102400074a9cf6"")","gutes Preis-Leistungsverhältnis, zugleich Billigvarianten vorhanden",4
"ObjectId(""5e7f429480102400074a9cf7"")","geringe Flexibilität, lange Wartezeiten (wegen knappen Ressourcen)",5
"ObjectId(""5e7f429480102400074a9cf8"")","sicherer Transport zu fairem Preis, gibt Gefühl der Sicherheit",4
"ObjectId(""5e7f429480102400074a9cf9"")","hohe Flexibilität, gibt Gefühl der Freiheit",5
"ObjectId(""5e7f429480102400074a9cfa"")","Sicherheit, Zuverlässigkeit, Pünktlichkeit",3
"ObjectId(""5e7f429480102400074a9cfb"")","vielfältig, breit aufgestellt",5
"ObjectId(""5e7f429480102400074a9cfc"")","gute Sozialleistungen und fairer Lohn",4
"ObjectId(""5e7f429480102400074a9cfd"")","Innovation und Selbstverwirklichung",4
"ObjectId(""5e7f429480102400074a9cfe"")","einfache Handhabung, zuverlässig",4
"ObjectId(""5e7f429480102400074a9cff"")","grosse Flexibilität",4
"ObjectId(""5e7f429480102400074a9d00"")","physisch vorhanden, persönlich",2
"ObjectId(""5e7f429480102400074a9d01"")","automatisiert, nicht beeinflussbar, gibt Gefühl von ausgeliefert sein",5
"ObjectId(""5e7f429480102400074a9d02"")","digital, weil effizient und einfach",4
"ObjectId(""5e7f429480102400074a9d03"")","aufwändiger Ablauf, komplizierter",4
"ObjectId(""5e7f429480102400074a9d05"")","persönlicher, langsamer",3
"ObjectId(""5e7f429480102400074a9d06"")","gute Kommunikation, freundliche Dienstleister, geben sich Mühe",5
"ObjectId(""5e7f429480102400074a9d07"")","wenig Kundennähe",3
"ObjectId(""5e7f429480102400074a9d08"")","täglicher Kundenkontakt, bemühen sich, allen Wünschen rundum zu entsprechen, immer freundlich",3
"ObjectId(""5e7f429480102400074a9d09"")","Freude an dem, was man macht, und das leben",4
"ObjectId(""5e7f429480102400074a9d0a"")","kompetent, freundlich, zuverlässig",4
"ObjectId(""5e7f429480102400074a9d0b"")","erschwingliche Preise",4
"ObjectId(""5e7f429480102400074a9d0c"")","zuverlässig, kommt überall hin, gut organisiert (wichtiges Schweizer Image)",5
"ObjectId(""5e7f429480102400074a9d0d"")","spontan",4
"ObjectId(""5e7f429480102400074a9d0e"")","respektieren Leute als Arbeitskräfte",3
"ObjectId(""5e7f429480102400074a9d0f"")","geringere Effizienz",5
"ObjectId(""5e7f429480102400074a9d10"")","bemühen sich um kundenfreudliche Plattform",4
"ObjectId(""5e7f429480102400074a9d11"")","Bescheidenheit",4
"ObjectId(""5e7f429480102400074a9d12"")","persönlicher Kontakt zu Leuten",3
"ObjectId(""5e7f429480102400074a9d13"")","unpersönlich, anonym",4
"ObjectId(""5e7f429480102400074a9d15"")","mehr Spielraum",2
"ObjectId(""5e7f429480102400074a9d16"")","Vergrösserung des digitalen Bereichs, mit soziale Konsequenzen, verliert Sozialkompetenz",5
"ObjectId(""5e7f429480102400074a9d17"")","menschlich, mit Herz unterwegs, haben Unterscheidungsvermögen und menschliche Qualitäten",4
"ObjectId(""5e7f429480102400074a9d19"")","mühsam, sowohl online als auch beim Kontakt, negative Erinnerungen",5
"ObjectId(""5e7f429480102400074a9d1a"")","freundlicher Kundenkontakt",4
"ObjectId(""5e7f429480102400074a9d1b"")","sofort persönliche Bedienung",4
"ObjectId(""5e7f429480102400074a9d1c"")","zuverlässig und schnell",4
"ObjectId(""5e7f429480102400074a9d1d"")","angenehmes Umfeld",4
"ObjectId(""5e7f429480102400074a9d1e"")","eher stressig und unangenehm, Gefühl von eingesperrt sein",4
"ObjectId(""5e7f429480102400074a9d1f"")","offen, Gefühl von Freiheit",4
"ObjectId(""5e7f429480102400074a9d20"")","gleiche Vorstellungen, z.B. papierloses Arbeiten",4
"ObjectId(""5e7f429480102400074a9d21"")","grosser Betrieb, verlangsamt Prozesse, Gefühl etwas zu bewirken ist kleiner",2
"ObjectId(""5e7f429480102400074a9d22"")","zuverlässig",4
"ObjectId(""5e7f429480102400074a9d23"")","spontan",4
"ObjectId(""5e7f429480102400074a9d24"")","vertrauenswürdig",4
"ObjectId(""5e7f429480102400074a9d25"")","Wildwuchs, fehlende Standards, gibt Gefühl von Unsicherheit",4
"ObjectId(""5e7f429480102400074a9d26"")","offen für Innovationen",3
"ObjectId(""5e7f429480102400074a9d27"")","nicht nutzerfreundlich",3
"ObjectId(""5e7f429480102400074a9d28"")","viel Eigenständigkeit",4
"ObjectId(""5e7f429480102400074a9d29"")","klare Strukturen",4
"ObjectId(""5e7f429480102400074a9d2a"")","mehr öffentliche Institutionen, Dienstleistung für alle überall",5
"ObjectId(""5e7f429480102400074a9d2b"")","Privatwirtschaft, gewinnorientiert",3
"ObjectId(""5e7f429480102400074a9d2c"")","spezifisch, fachkompetent und präsent",4
"ObjectId(""5e7f429480102400074a9d2d"")","breites Angebot, ein Ansprechpartner für alles, macht es unkompliziert als Kunde",3
"ObjectId(""5e7f429480102400074a9d2e"")","konkurrenzlos, staatlich subventioniert",4
"ObjectId(""5e7f429480102400074a9d2f"")","äussert flexibles Angebot",5
"ObjectId(""5e7f429480102400074a9d30"")","Traditionell, Qualität, Zuverlässigkeit",4
"ObjectId(""5e7f429480102400074a9d31"")","spontan, Gefühl von vieles ist möglich, ist abwechslungsreich",4
"ObjectId(""5e7f429480102400074a9d32"")","professionell, innovativ",4
"ObjectId(""5e7f429480102400074a9d33"")","vielschichtig, deckt viele Bereiche ab",3
"ObjectId(""5e7f429480102400074a9d34"")","spontan und flexibel",4
"ObjectId(""5e7f429480102400074a9d35"")","kompliziert und schwerfällig, wirkt nicht sehr attraktiv",4
"ObjectId(""5e7f429480102400074a9d36"")","geregelt, strukturiert, etwas starr. Gibt Gefühl von Klarheit, Sicherheit, auch Einengung",4
"ObjectId(""5e7f429480102400074a9d37"")","unstrukturiert, ungeregelt. Gibt Gefühl von Unsicherheit",4
"ObjectId(""5e7f429480102400074a9d38"")","grosse Unternehmen mit verschiedenen Dienstleistungen, erwartet deshalb hohe Qualität",2
"ObjectId(""5e7f429480102400074a9d39"")","freier, weil weniger Anforderungen",4
"ObjectId(""5e7f429480102400074a9d3a"")","lange Tradition, Zuverlässigkeit",4
"ObjectId(""5e7f429480102400074a9d3b"")","unberechenbar",4
"ObjectId(""5e7f429480102400074a9d3c"")","Staatsunternehmen ",1
"ObjectId(""5e7f429480102400074a9d3d"")","Bankaspekt",1
"ObjectId(""5e7f429480102400074a9d3e"")","Anerkennung der Bedeutung des menschlichen Kontakts",5
"ObjectId(""5e7f429480102400074a9d3f"")","Selbstbedienungskassen",4
"ObjectId(""5e7f429480102400074a9d40"")","Transparenz",4
"ObjectId(""5e7f429480102400074a9d41"")","Unterschlagung",4
"ObjectId(""5e7f429480102400074a9d42"")","Mehrsprachig",4
"ObjectId(""5e7f429480102400074a9d43"")","Unternehmen",1
"ObjectId(""5e7f429480102400074a9d44"")","Hierarchische Nähe",4
"ObjectId(""5e7f429480102400074a9d45"")","Hierarchische Distanz",4
"ObjectId(""5e7f429480102400074a9d46"")","Kostenlose Benutzung der Verkhersmittel",2
"ObjectId(""5e7f429480102400074a9d47"")","Finanz",1
"ObjectId(""5e7f429480102400074a9d49"")","Kooperative, Genossenschaft",3
"ObjectId(""5e7f429480102400074a9d4a"")","Gleiches Unternehmen",1
"ObjectId(""5e7f429480102400074a9d4b"")","Kunde",1
"ObjectId(""5e7f429480102400074a9d4c"")","Digitale Verwaltung",3
"ObjectId(""5e7f429480102400074a9d4d"")","Papier",1
"ObjectId(""5e7f429480102400074a9d4f"")","Mehr Prestige",3
"ObjectId(""5e7f429480102400074a9d50"")","Ständige Verfügbarkeit",4
"ObjectId(""5e7f429480102400074a9d51"")","Selten",3
"ObjectId(""5e7f429480102400074a9d52"")","Gleiche Leistung",1
"ObjectId(""5e7f429480102400074a9d53"")","Kundennähe, Kundenorientierung",2
"ObjectId(""5e7f429480102400074a9d54"")","Zuverlässligkeit",4
"ObjectId(""5e7f429480102400074a9d55"")","Nicht immer pünktlich",4
"ObjectId(""5e7f429480102400074a9d56"")","Veränderung",2
"ObjectId(""5e7f429480102400074a9d57"")","Stabilität",4
"ObjectId(""5e7f429480102400074a9d58"")","Sicher",3
"ObjectId(""5e7f429480102400074a9d59"")","realitätsfremd",4
"ObjectId(""5e7f429480102400074a9d5a"")","Menschlicher Kontakt",4
"ObjectId(""5e7f429480102400074a9d5b"")","Abstrakt",4
"ObjectId(""5e7f429480102400074a9d5c"")","Öffentliche Dienstleistungen",2
"ObjectId(""5e7f429480102400074a9d5d"")","Menschlichkeit",4
"ObjectId(""5e7f429480102400074a9d5e"")","Dienstleistungen",1
"ObjectId(""5e7f429480102400074a9d5f"")","Virtuell",4
"ObjectId(""5e7f429480102400074a9d61"")","Telefongesellschaft",1
"ObjectId(""5e7f429480102400074a9d62"")","Kunde  steht im Mittelpunkt des Interesses",3
"ObjectId(""5e7f429480102400074a9d63"")","Quantität zulasten der Qualität",4
"ObjectId(""5e7f429480102400074a9d64"")","Gleiches Dienstleistungsangebote",1
"ObjectId(""5e7f429480102400074a9d65"")","Kundennähe, Kundenorientierung",3
"ObjectId(""5e7f429480102400074a9d66"")","Bewegung",1
"ObjectId(""5e7f429480102400074a9d67"")","Finanz",1
"ObjectId(""5e7f429480102400074a9d68"")","Stabilität",4
"ObjectId(""5e7f429480102400074a9d69"")","Identität",3
"ObjectId(""5e7f429480102400074a9d6a"")","Servicequalität, Dienstleistungsqualität",2
"ObjectId(""5e7f429480102400074a9d6b"")","Leistungsempfänger",3
"ObjectId(""5e7f429480102400074a9d6c"")","Finanzdienstleistungen",1
"ObjectId(""5e7f429480102400074a9d6d"")","allgegenwärtig",4
"ObjectId(""5e7f429480102400074a9d6e"")","Zuverlässig",4
"ObjectId(""5e7f429480102400074a9d6f"")","ungewisse Zukunft",2
"ObjectId(""5e7f429480102400074a9d70"")","Stabilität",4
"ObjectId(""5e7f429480102400074a9d72"")","Transportmittel",1
"ObjectId(""5e7f429480102400074a9d73"")","die Digitalität",3
"ObjectId(""5e7f429480102400074a9d74"")"," Kundeninformation",1
"ObjectId(""5e7f429480102400074a9d75"")","Zufriedenheit",3
"ObjectId(""5e7f429480102400074a9d76"")","Öffentliche Verkehrsmittel",1
"ObjectId(""5e7f429480102400074a9d77"")","Andere Dienstleistungen",1
"ObjectId(""5e7f429480102400074a9d78"")","Nutzung des Transportmittels",1
"ObjectId(""5e7f429480102400074a9d79"")","Land",1
"ObjectId(""5e7f429480102400074a9d7a"")","Kundenorientierung",3
"ObjectId(""5e7f429480102400074a9d7b"")","Kein direkter Zusammenhang",1
"ObjectId(""5e7f429480102400074a9d7c"")","Anpassung an die globalen Veränderungen",5
"ObjectId(""5e7f429480102400074a9d7d"")","Wenig Interesse an wirtschaftlichen Veränderungen",5
"ObjectId(""5e7f429480102400074a9d7e"")","Bank",1
"ObjectId(""5e7f429480102400074a9d7f"")","Breiteres Spektrum",3
"ObjectId(""5e7f429480102400074a9d80"")","Kommunikationsplattform",1
"ObjectId(""5e7f429480102400074a9d81"")","am wenigsten digital",2
"ObjectId(""5e7f429480102400074a9d82"")","die Digitalität",3
"ObjectId(""5e7f429480102400074a9d83"")","Land",1
"ObjectId(""5e7f429480102400074a9d84"")","Monopol",3
"ObjectId(""5e7f429480102400074a9d85"")","Mittelmäßiges Preis-Leistungs-Verhältnis",3
"ObjectId(""5e7f429480102400074a9d86"")","Professionalität",3
"ObjectId(""5e7f429480102400074a9d88"")","Transporte",1
"ObjectId(""5e7f429480102400074a9d89"")","Pünktlichkeit",4
"ObjectId(""5e7f429480102400074a9d8b"")","nicht flexibel",3
"ObjectId(""5e7f429480102400074a9d8c"")","versönlich",4
"ObjectId(""5e7f429480102400074a9d8d"")","niedriges Gehalt",3
"ObjectId(""5e7f429480102400074a9d8e"")","Wirksamkeit, Effitienz",4
"ObjectId(""5e7f429480102400074a9d8f"")","kompliziert",4
"ObjectId(""5e7f429480102400074a9d91"")","nicht international",1
"ObjectId(""5e7f429480102400074a9d92"")","Zusammenarbeit",3
"ObjectId(""5e7f429480102400074a9d93"")","Personne physique: natürliche Person",2
"ObjectId(""5e7f429480102400074a9d94"")","organisiert",3
"ObjectId(""5e7f429480102400074a9d95"")","Spitzentechnologien",4
"ObjectId(""5e7f429480102400074a9d96"")","weniger gewinnorientiert",3
"ObjectId(""5e7f429480102400074a9d97"")","Gewinnorientierung, Fokus auf Gewinn",4
"ObjectId(""5e7f429480102400074a9d98"")","einfach zu bedienen und preiswert",4
"ObjectId(""5e7f429480102400074a9d99"")","bestehendes Produkt",1
"ObjectId(""5e7f429480102400074a9d9a"")","unbekannt",3
"ObjectId(""5e7f429480102400074a9d9b"")","potentieller Kunde",2
"ObjectId(""5e7f429480102400074a9d9c"")","eilig",4
"ObjectId(""5e7f429480102400074a9d9d"")","Bergreise",1
"ObjectId(""5e7f429480102400074a9d9e"")","sympathisch und interessant ",5
"ObjectId(""5e7f429480102400074a9d9f"")","wenige Sichtbarkeit",3
"ObjectId(""5e7f429480102400074a9da0"")","schnell",3
"ObjectId(""5e7f429480102400074a9da1"")","kostenpflichtig",2
"ObjectId(""5e7f429480102400074a9da2"")","Sicherheit",3
"ObjectId(""5e7f429480102400074a9da3"")","Freiheit",3
"ObjectId(""5e7f429480102400074a9da4"")","Neugier",4
"ObjectId(""5e7f429480102400074a9da5"")","klassisch",4
"ObjectId(""5e7f429480102400074a9da6"")","langweilig ",4
"ObjectId(""5e7f429480102400074a9da7"")","kontinuierliche Erreichbarkeit / Zugänglichkeit",5
"ObjectId(""5e7f429480102400074a9da8"")","Gesamtservice, Rundum-Service",4
"ObjectId(""5e7f429480102400074a9da9"")","Reisen um den Service/Dienst nutzen zu können",4
"ObjectId(""5e7f429480102400074a9daa"")","angemessene Vorschläge",4
"ObjectId(""5e7f429480102400074a9dab"")","subjektiv",3
"ObjectId(""5e7f429480102400074a9dac"")","gleiche angebotene Dienstleistung",1
"ObjectId(""5e7f429480102400074a9dad"")","subjektiv",3
"ObjectId(""5e7f429480102400074a9daf"")","Unsicherheit/Ungewissheit  über die Bewegungsrichtung/Fahrtrichtung",4
"ObjectId(""5e7f429480102400074a9db0"")","direkte Verbindung, direkter Zusammenhang/Link",3
"ObjectId(""5e7f429480102400074a9db1"")","indirekte Verbindung, indirekter Zusammenhang/Link",4
"ObjectId(""5e7f429480102400074a9db2"")","vollständige Kenntnis der Ziele und Dienstleistungen",3
"ObjectId(""5e7f429480102400074a9db3"")","irreal, unwirklich",5
"ObjectId(""5e7f429480102400074a9db4"")","gleiche angebotene Dienstleistung",2
"ObjectId(""5e7f429480102400074a9db5"")","Unstrukturiert",4
"ObjectId(""5e7f429480102400074a9db6"")","Identitätsbewusstsein",4
"ObjectId(""5e7f429480102400074a9db7"")","Gemenge /Sammelsurium",4
"ObjectId(""5e7f429480102400074a9db8"")","Arbeiten nach Schweizer Normen/Standards",4
"ObjectId(""5e7f429480102400074a9db9"")","keine Norm",4
"ObjectId(""5e7f429480102400074a9dba"")","gleiche Qualität des Kundendienstes/ Kundenservices",4
"ObjectId(""5e7f429480102400074a9dbb"")","die Qualität der Dienstleistungen",2
"ObjectId(""5e7f429480102400074a9dbc"")","Angebotsvielfalt",3
"ObjectId(""5e7f429480102400074a9dbd"")","einzelne Dienstleistung",3
"ObjectId(""5e7f429480102400074a9dbe"")","Tätigkeitsbereich",1
"ObjectId(""5e7f429480102400074a9dbf"")","neues Angebot",3
"ObjectId(""5e7f429480102400074a9dc0"")","verwendetes Transportmittel",1
"ObjectId(""5e7f429480102400074a9dc1"")","Zustand (falls es um Menschen geht), Staat",1
"ObjectId(""5e7f429480102400074a9dc2"")","gleicher Geisteszustand, gleichgesinnt",4
"ObjectId(""5e7f429480102400074a9dc3"")","Servicequalität",4
"ObjectId(""5e7f429480102400074a9dc4"")","Kreditkarte",1
"ObjectId(""5e7f429480102400074a9dc5"")","Multi-Services ",4
"ObjectId(""5e7f429480102400074a9dc6"")","Dienste und Dienstleistungen",1
"ObjectId(""5e7f429480102400074a9dc7"")","Technologie",1
"ObjectId(""5e7f429480102400074a9dc8"")","Nutzung ihrer Dienste",1
"ObjectId(""5e7f429480102400074a9dc9"")","Digitalisierung",1
"ObjectId(""5e7f429480102400074a9dca"")","Kommunikation",1
"ObjectId(""5e7f429480102400074a9dcb"")","Staat",1
"ObjectId(""5e7f429480102400074a9dcc"")","Pünktlichkeit",4
"ObjectId(""5e7f429480102400074a9dcd"")","nicht Verfügbarkeit",2
"ObjectId(""5e7f429480102400074a9dce"")","Verfügbarkeit",3
"ObjectId(""5e7f429480102400074a9dcf"")","Inflexibilität",4
"ObjectId(""5e7f429480102400074a9dd0"")","Verschiebung",4
"ObjectId(""5e7f429480102400074a9dd1"")","Bequemlichkeit",4
"ObjectId(""5e7f429480102400074a9dd2"")","Vertretung",1
"ObjectId(""5e7f429480102400074a9dd3"")","Weitläufigkeit",4
"ObjectId(""5e7f429480102400074a9dd4"")","Verantwortung",2
"ObjectId(""5e7f429480102400074a9dd5"")","Sorglosigkeit",4
"ObjectId(""5e7f429480102400074a9dd6"")","Vertrauen",4
"ObjectId(""5e7f429480102400074a9dd7"")","bedingungslos",4
"ObjectId(""5e7f429480102400074a9dd8"")","angebotene Dienstleistung",1
"ObjectId(""5e7f429480102400074a9dd9"")","abstrakt",4
"ObjectId(""5e7f429480102400074a9dda"")","Nützlichkeit",4
"ObjectId(""5e7f429480102400074a9ddb"")","Körperlichkeit",4
"ObjectId(""5e7f429480102400074a9ddc"")","Verfügbarkeit",4
"ObjectId(""5e7f429480102400074a9ddd"")","Beschränktheit ",4
"ObjectId(""5e7f429480102400074a9dde"")","frecher Kundendienst und Mitarbeiter, profitorientiert",4
"ObjectId(""5e7f429480102400074a9ddf"")","reduziertes Angebot für Kundendienst, schwierig für Leute, die nicht digital affin sind (ältere Leute, Ü70)",4
"ObjectId(""5e7f429480102400074a9de0"")","geben Gefühl, dass sie ihre Arbeit gerne machen,und sich gerne und gut um den Kunden kümmern, positive Kundenerfahrung",4
"ObjectId(""5e7f429480102400074a9de1"")","alle Kunden werden gleichwertig behandelt, sehr aufmerksam",4
"ObjectId(""5e7f429480102400074a9de2"")","personenbezogener Empfang der Personen",4
"ObjectId(""5e7f429480102400074a9de3"")","grosses Angebot",3
"ObjectId(""5e7f429480102400074a9de4"")","nur für einen Teil der Bevölkerung wird geschaut",4
"ObjectId(""5e7f429480102400074a9de5"")","jeder ist gleichberechtigt und hat Recht auf Dienstleistung",4
"ObjectId(""5e7f429480102400074a9de6"")","altersunabhängiger Job",3
"ObjectId(""5e7f429480102400074a9de7"")","altersdiskriminierend, gibt Panik und Angst, man versteht die Dienste nicht",4
"ObjectId(""5e7f429480102400074a9de8"")","Dazugehörigkeitsgefühl, Hilfsbereitschaft, Sicht auf die Gesamtheit der Bevölkerung",4
"ObjectId(""5e7f429480102400074a9de9"")","nicht verständlich für alle, junge und ältere Leute verstehen es nicht, auch Analphabeten können nicht mithalten",4
"ObjectId(""5e7f429480102400074a9dea"")","Gewinnorientiert",3
"ObjectId(""5e7f429480102400074a9deb"")","Vielfältigkeit",4
"ObjectId(""5e7f429480102400074a9ded"")","begrenzter Wirkungkreis",4
"ObjectId(""5e7f429480102400074a9dee"")","Potential positiv für alle zu sein",5
"ObjectId(""5e7f429480102400074a9def"")","zu stark gewinnorientiert",3
"ObjectId(""5e7f429480102400074a9df1"")","fühle mich gut aufgehoben, freundliches Personal",5
"ObjectId(""5e7f429480102400074a9df2"")","liefern, was sie versprechen, Preisleistungsverhältnis ok",4
"ObjectId(""5e7f429480102400074a9df3"")","günstig",3
"ObjectId(""5e7f429480102400074a9df4"")","immer freundliches Personal, zuvorkommend",5
"ObjectId(""5e7f429480102400074a9df5"")","kompromisslos und unfreundlich",4
"ObjectId(""5e7f429480102400074a9df6"")","sicher und zielorientiert",4
"ObjectId(""5e7f429480102400074a9df7"")","profitorientiert",4
"ObjectId(""5e7f429480102400074a9df8"")","Selbstständigkeit, familiär",4
"ObjectId(""5e7f429480102400074a9df9"")","grosser Konzern, kein persönlicher Bezug zu Chef",4
"ObjectId(""5e7f429480102400074a9dfa"")","mehrere gute Dienstleistungen kombiniert in einem",3
"ObjectId(""5e7f429480102400074a9dfb"")","Kreativität leben",4
"ObjectId(""5e7f429480102400074a9dfc"")","direkter Kundenkontakt",3
"ObjectId(""5e7f429480102400074a9dfd"")","unpersönlich",4
"ObjectId(""5e7f429480102400074a9dfe"")","transparent, ist als Kunde gut zu wissen, was läuft",4
"ObjectId(""5e7f429480102400074a9dff"")","keine PR, einzigartiges Angebot, das für sich spricht. Qualität vor Quantität",5
"ObjectId(""5e7f429480102400074a9e00"")","Bündnis, gibt sicheren Eindruck",4
"ObjectId(""5e7f429480102400074a9e01"")","global und breit gefächert, gibt Eindruck, man könne alles haben (auch unbrauchbares)",4
"ObjectId(""5e7f429480102400074a9e02"")","marktbeherrschende Position, sind in geschützem Bereich unterwegs",4
"ObjectId(""5e7f429480102400074a9e03"")","dem Marktgeschehen ausgesetzt",4
"ObjectId(""5e7f429480102400074a9e04"")","kundenorientiert Angebot, passendes Mass von Online- und Offline Präsenz",4
"ObjectId(""5e7f429480102400074a9e05"")","fachliche Kompetenz, gute Beratung mit fairem Preis (nicht das billigste ist wichtig, sondern das Verhältnis muss stimmen)",4
"ObjectId(""5e7f429480102400074a9e06"")","hohe Verfügbarkeit und Zuverlässigkeit",4
"ObjectId(""5e7f429480102400074a9e07"")","Ausnahmesituationen (ungewöhnliche Uhrzeiten, schweres Gepäck)",5
"ObjectId(""5e7f429480102400074a9e08"")","multikulturell, verlässlich",4
"ObjectId(""5e7f429480102400074a9e09"")","Nischenservice, in den Randregionen aktiv",4
"ObjectId(""5e7f429480102400074a9e0b"")","traditionelles Denken, weil sie geschützten Bereich haben",4
"ObjectId(""5e7f429480102400074a9e0c"")","hohe Zuverlässigkeit und Flexibilität und Verfügbarkeit",4
"ObjectId(""5e7f429480102400074a9e0d"")","ersetzbar, nicht einmalig, kein Alleinstellungsmerkmal",3
"ObjectId(""5e7f429480102400074a9e0e"")","breite physische Präsenz, sprechen dadurch Normalbürger an",4
"ObjectId(""5e7f429480102400074a9e0f"")","keine physische Präsenz, keine persönliche Beziehung, dafür jederzeit verfügbar",4
"ObjectId(""5e7f429480102400074a9e10"")","in digitaler und physischer Welt zuhause",3
"ObjectId(""5e7f429480102400074a9e11"")","service-public orientiert, gezwungen, diese Rolle einzunehmen",5
"ObjectId(""5e7f429480102400074a9e12"")","Service muss sich nicht wirtschaftlich rechnen, wichtig Gesellschaftszusammenhalt,Swissness Branding,",4
"ObjectId(""5e7f429480102400074a9e14"")","kundenorientiert, flexibel, den äusseren Umständen anpassend",4
"ObjectId(""5e7f429480102400074a9e15"")","Individualwünsche werden berücksichtigt, fachlich kompetente Ansprechperson vorhanden",5
"ObjectId(""5e7f429480102400074a9e16"")","berücksichtigt wirtschaftlich Schwächere, abgelegene Gegenden bedient, verhindert Abwanderung, ermöglicht Entwicklung",5
"ObjectId(""5e7f429480102400074a9e18"")","naturnah. ermöglicht, abgelegene Orte und Natur zu erreichen und die Vielfalt der Schweiz zu entdecken",4
"ObjectId(""5e7f429480102400074a9e19"")","komplex, mit vielen Gegensätzen",4
"ObjectId(""5e7f429480102400074a9e1a"")","gesellschaftsrelevant und naturbezogen, fördert eine gesunde Entwicklung",4
"ObjectId(""5e7f429480102400074a9e1b"")","komplexe Logistik, wenig persönliches Interesse dafür",1
"ObjectId(""5e7f429480102400074a9e1c"")","Nachhaltigkeit, Zukunft im Blick",5
"ObjectId(""5e7f429480102400074a9e1d"")","Wirtschaftlicher Gedanke, Gewinn orientiert",4
"ObjectId(""5e7f429480102400074a9e1e"")","regional orientiert, lokal verankert, eingebunden, bewirkt lokal Positives",5
"ObjectId(""5e7f429480102400074a9e1f"")","regulierende Instanz fehlt, gleichzeitig offen für alles",5
"ObjectId(""5e7f429480102400074a9e20"")","Offenheit, Entwicklungsorientiert, open source",5
"ObjectId(""5e7f429480102400074a9e21"")","starr, konservativ, Tradition verbunden",4
"ObjectId(""5e7f429480102400074a9e22"")","tradionsorientiert, konservativ, Erneuerungen gehen sehr langsam",5
"ObjectId(""5e7f429480102400074a9e23"")","sehr innovativ, schnelllebig",4
"ObjectId(""5e7f429480102400074a9e24"")","mehrheitlich grimmiges Personal",4
"ObjectId(""5e7f429480102400074a9e25"")","kulant",4
"ObjectId(""5e7f429480102400074a9e26"")","wahrheitsgetreue, ehrliche Beratung, regt zum Denken an",4
"ObjectId(""5e7f429480102400074a9e27"")","sehr freundliche und fachgerechte Beratung, top Service",4
"ObjectId(""5e7f429480102400074a9e28"")","zuverlässig, passende Anschlussverbindungen",4
